compound_id,compound_name,peak_id,delta_H,intensity,source_file
HMDB0001170,HMDB0001170,116,1.798,0.0046,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,117,1.811,0.0077,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,118,1.814,0.0063,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,119,1.82,0.0026,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,120,1.831,0.003,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,121,1.836,0.0045,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,122,1.842,0.002,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,123,1.848,0.0014,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,124,1.859,0.0016,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,125,1.864,0.0024,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,126,1.869,0.0017,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,127,1.874,0.0025,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,128,1.88,0.0024,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,129,1.885,0.0021,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,130,1.89,0.0016,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,131,1.896,0.0022,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,132,1.9,0.0013,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,133,1.911,0.001,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,134,2.009,0.0022,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,135,2.016,0.003,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,136,2.021,0.0023,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,137,2.03,0.0023,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,138,2.036,0.0029,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,139,2.042,0.002,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,140,3.574,0.0012,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,141,3.581,0.0014,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,142,3.592,0.0027,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,143,3.599,0.0026,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,144,3.61,0.0015,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,145,3.618,0.0013,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,146,5.153,0.004,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,147,5.156,0.0053,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,148,5.161,0.0049,HMDB0001170_nmroned_1654_31609.txt
HMDB0001170,HMDB0001170,149,5.165,0.0037,HMDB0001170_nmroned_1654_31609.txt
HMDB0001173,HMDB0001173,1,8.51,0.345,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,2,8.42,0.1963,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,3,6.13,0.1946,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,4,6.12,0.174,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,5,4.43,0.0079,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,6,4.42,0.0476,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,7,4.4,0.0283,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,8,4.35,0.0203,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,9,4.34,0.0141,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,10,4.34,0.0101,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,11,4.34,0.0098,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,12,4.33,0.0142,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,13,4.32,0.0429,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,14,4.31,0.0157,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,15,3.0,0.0336,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,16,2.99,0.0456,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,17,2.98,0.0089,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,18,2.98,0.0066,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,19,2.97,0.0109,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,20,2.97,0.1247,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,21,2.96,0.0972,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,22,2.95,0.0123,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,23,2.94,0.1089,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,24,2.93,0.0225,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,25,2.93,0.1235,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,26,2.91,0.0384,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,27,2.9,0.0357,HMDB0001173_nmroned_1655_31613.txt
HMDB0001173,HMDB0001173,28,2.1,1.0,HMDB0001173_nmroned_1655_31613.txt
HMDB0001183,HMDB0001183,1,0.89,0.4215,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,2,0.9,1.0,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,3,0.91,0.3086,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,4,1.27,0.0727,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,5,1.3,0.3404,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,6,1.3,0.3334,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,7,1.31,0.5224,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,8,1.31,0.5746,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,9,1.32,0.5736,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,10,1.32,0.5061,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,11,1.32,0.4788,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,12,1.33,0.4811,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,13,1.34,0.2359,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,14,1.35,0.1713,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,15,1.35,0.1383,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,16,1.36,0.1035,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,17,1.36,0.1053,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,18,1.5,0.0914,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,19,1.51,0.2319,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,20,1.52,0.228,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,21,1.52,0.2323,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,22,1.53,0.1631,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,23,1.54,0.0465,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,24,3.52,0.5189,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,25,3.53,0.0697,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,26,3.53,0.991,HMDB0001183_nmroned_1656_31618.txt
HMDB0001183,HMDB0001183,27,3.54,0.483,HMDB0001183_nmroned_1656_31618.txt
HMDB0001184,HMDB0001184,1,1.91,0.3909,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,2,1.91,0.3671,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,3,1.92,0.3689,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,4,1.93,0.3526,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,5,2.28,1.0,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,6,6.1,0.102,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,7,6.11,0.1003,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,8,6.14,0.11,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,9,6.14,0.1083,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,10,7.05,0.0314,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,11,7.06,0.0889,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,12,7.08,0.0943,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,13,7.09,0.0905,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,14,7.11,0.0841,HMDB0001184_nmroned_1657_31622.txt
HMDB0001184,HMDB0001184,15,7.12,0.0301,HMDB0001184_nmroned_1657_31622.txt
HMDB0001186,HMDB0001186,1,0.001,0.4094,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,2,1.804,0.2568,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,3,1.898,0.0905,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,4,1.91,0.1188,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,5,1.923,0.093,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,6,2.0,1.0,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,7,2.122,0.0686,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,8,2.134,0.1056,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,9,2.147,0.0736,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,10,3.014,0.1187,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,11,3.027,0.1588,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,12,3.041,0.1341,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,13,3.058,0.1644,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,14,3.069,0.1497,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,15,3.077,0.162,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,16,3.088,0.1809,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,17,3.102,0.1929,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,18,3.107,0.1545,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,19,3.115,0.1657,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,20,3.121,0.1496,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,21,3.134,0.1023,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,22,3.258,0.0626,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,23,3.269,0.1628,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,24,3.279,0.1524,HMDB0001186_nmroned_1658_31626.txt
HMDB0001186,HMDB0001186,25,3.289,0.0516,HMDB0001186_nmroned_1658_31626.txt
HMDB0001197,HMDB0001197,1,2.32,1.0,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,2,2.39,0.9905,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,3,3.88,0.0831,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,4,3.89,0.1046,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,5,3.9,0.1144,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,6,3.9,0.1036,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,7,4.02,0.0579,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,8,4.04,0.1182,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,9,4.05,0.17,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,10,4.06,0.0993,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,11,4.06,0.0929,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,12,4.08,0.0965,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,13,4.09,0.0443,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,14,4.28,0.2315,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,15,4.29,0.1967,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,16,4.31,0.1091,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,17,4.34,0.2621,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,18,4.37,0.072,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,19,4.4,0.073,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,20,4.45,0.1032,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,21,4.46,0.1822,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,22,4.47,0.1333,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,23,4.49,0.1166,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,24,4.5,0.1729,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,25,4.51,0.0879,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,26,5.82,0.2458,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,27,5.83,0.2468,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,28,7.54,0.2778,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,29,7.6,0.32,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,30,7.85,0.4953,HMDB0001197_nmroned_1659_31631.txt
HMDB0001197,HMDB0001197,31,8.3,0.4502,HMDB0001197_nmroned_1659_31631.txt
HMDB0001201,HMDB0001201,1,4.154,0.0303,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,2,4.162,0.0354,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,3,4.164,0.0353,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,4,4.172,0.0408,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,5,4.178,0.0823,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,6,4.185,0.0984,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,7,4.187,0.1,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,8,4.196,0.1262,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,9,4.204,0.0878,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,10,4.21,0.0762,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,11,4.216,0.086,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,12,4.227,0.0264,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,13,4.233,0.0259,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,14,4.24,0.0301,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,15,4.308,0.0329,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,16,4.31,0.0356,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,17,4.317,0.0632,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,18,4.323,0.0981,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,19,4.326,0.0965,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,20,4.33,0.0895,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,21,4.333,0.0828,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,22,4.34,0.0348,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,23,4.574,0.0188,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,24,4.583,0.0139,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,25,4.591,0.0111,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,26,5.913,0.67,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,27,5.925,0.6601,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,28,8.119,1.0,HMDB0001201_nmroned_1660_31636.txt
HMDB0001201,HMDB0001201,29,8.176,0.3743,HMDB0001201_nmroned_1660_31636.txt
HMDB0001202,HMDB0001202,1,2.29,0.0296,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,2,2.3,0.039,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,3,2.31,0.0699,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,4,2.32,0.0675,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,5,2.33,0.0675,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,6,2.34,0.0517,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,7,2.37,0.052,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,8,2.37,0.0522,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,9,2.38,0.0548,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,10,2.39,0.0549,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,11,2.39,0.0306,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,12,2.4,0.0299,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,13,2.4,0.028,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,14,2.41,0.0275,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,15,3.93,0.0173,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,16,3.93,0.0211,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,17,3.93,0.0183,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,18,3.94,0.021,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,19,3.95,0.0621,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,20,3.95,0.0766,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,21,3.95,0.0733,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,22,3.96,0.0721,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,23,3.96,0.074,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,24,3.96,0.0893,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,25,3.97,0.0646,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,26,3.98,0.0153,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,27,3.98,0.0193,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,28,3.98,0.0177,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,29,3.99,0.0129,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,30,4.14,0.0245,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,31,4.15,0.0275,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,32,4.15,0.0721,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,33,4.15,0.0722,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,34,4.15,0.0697,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,35,4.16,0.0659,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,36,4.16,0.0218,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,37,4.16,0.0177,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,38,4.54,0.0333,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,39,4.55,0.0669,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,40,4.55,0.0551,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,41,4.56,0.0623,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,42,4.56,0.0281,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,43,6.1,0.1952,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,44,6.12,0.1948,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,45,6.31,0.0706,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,46,6.33,0.1199,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,47,6.34,0.0687,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,48,8.03,0.2474,HMDB0001202_nmroned_1661_31641.txt
HMDB0001202,HMDB0001202,49,8.04,0.2379,HMDB0001202_nmroned_1661_31641.txt
HMDB0001209,HMDB0001209,1,5.38,0.1292,HMDB0001209_nmroned_1662_31646.txt
HMDB0001209,HMDB0001209,2,5.34,0.5249,HMDB0001209_nmroned_1662_31646.txt
HMDB0001209,HMDB0001209,3,5.3,0.2869,HMDB0001209_nmroned_1662_31646.txt
HMDB0001218,HMDB0001218,1,6.43,0.4187,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,2,6.45,0.4519,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,3,7.28,0.206,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,4,7.28,0.1991,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,5,7.29,0.3751,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,6,7.31,0.2346,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,7,7.31,0.2308,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,8,7.35,0.3081,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,9,7.36,0.3892,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,10,7.49,0.3147,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,11,7.49,0.3239,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,12,7.51,0.2948,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,13,7.51,0.287,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,14,7.53,0.208,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,15,7.53,0.1806,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,16,7.55,0.3199,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,17,7.56,0.1761,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,18,7.57,0.1546,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,19,7.71,0.4606,HMDB0001218_nmroned_1663_31650.txt
HMDB0001218,HMDB0001218,20,7.73,0.4674,HMDB0001218_nmroned_1663_31650.txt
HMDB0001220,HMDB0001220,1,0.84,0.0465,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,2,0.85,0.1101,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,3,0.87,0.0375,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,4,1.22,0.0041,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,5,1.23,0.0097,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,6,1.23,0.0166,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,7,1.24,0.0329,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,8,1.25,0.0296,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,9,1.26,0.0225,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,10,1.26,0.0231,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,11,1.26,0.0234,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,12,1.27,0.0175,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,13,1.28,0.01,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,14,1.29,0.0061,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,15,1.3,0.0049,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,16,1.3,0.0057,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,17,1.31,0.0085,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,18,1.32,0.0076,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,19,1.32,0.0097,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,20,1.32,0.0096,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,21,1.33,0.0071,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,22,1.34,0.0071,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,23,1.35,0.0052,HMDB0001220_nmroned_1664_31655.txt
HMDB0001220,HMDB0001220,24,1.35,0.0054,HMDB0001220_nmroned_1664_31655.txt
