compound_id,compound_name,peak_id,delta_H,intensity,source_file
HMDB0000764,HMDB0000764,2,2.47,0.6609,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,3,2.48,1.0,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,4,2.48,0.5742,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,5,2.5,0.7609,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,6,2.87,0.4949,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,7,2.88,0.7286,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,8,2.9,0.4366,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,9,7.24,0.0504,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,10,7.24,0.1011,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,11,7.24,0.0628,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,12,7.26,0.269,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,13,7.27,0.0876,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,14,7.27,0.1771,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,15,7.27,0.1235,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,16,7.29,0.36,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,17,7.29,0.3981,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,18,7.31,0.6803,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,19,7.31,0.5295,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,20,7.34,0.5288,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,21,7.35,0.1603,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,22,7.36,0.5727,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,23,7.37,0.0937,HMDB0000764_nmroned_1530_30801.txt
HMDB0000764,HMDB0000764,24,7.37,0.2257,HMDB0000764_nmroned_1530_30801.txt
HMDB0000765,HMDB0000765,1,3.634,0.2896,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,2,3.645,0.3635,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,3,3.654,0.3393,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,4,3.664,0.4501,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,5,3.714,0.1426,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,6,3.718,0.1477,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,7,3.728,0.3103,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,8,3.733,0.2666,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,9,3.739,0.2036,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,10,3.743,0.2179,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,11,3.764,0.8515,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,12,3.779,0.4309,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,13,3.828,0.4307,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,14,3.833,0.3908,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,15,3.848,0.3563,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,16,3.853,0.3114,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,1,3.649,3.672,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,2,3.729,3.749,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,3,3.771,3.788,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,4,3.84,3.859,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,1,2.0,3.649,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,2,3.0,3.729,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,3,5.0,3.771,HMDB0000765_nmroned_1531_30806.txt
HMDB0000765,HMDB0000765,4,2.0,3.84,HMDB0000765_nmroned_1531_30806.txt
HMDB0000766,HMDB0000766,1,1.31,0.5392,HMDB0000766_nmroned_1532_30810.txt
HMDB0000766,HMDB0000766,2,1.32,0.5476,HMDB0000766_nmroned_1532_30810.txt
HMDB0000766,HMDB0000766,3,2.0,1.0,HMDB0000766_nmroned_1532_30810.txt
HMDB0000766,HMDB0000766,4,4.09,0.0137,HMDB0000766_nmroned_1532_30810.txt
HMDB0000766,HMDB0000766,5,4.1,0.06,HMDB0000766_nmroned_1532_30810.txt
HMDB0000766,HMDB0000766,6,4.11,0.0915,HMDB0000766_nmroned_1532_30810.txt
HMDB0000766,HMDB0000766,7,4.13,0.0622,HMDB0000766_nmroned_1532_30810.txt
HMDB0000766,HMDB0000766,8,4.14,0.0164,HMDB0000766_nmroned_1532_30810.txt
HMDB0000767,HMDB0000767,1,3.71,0.1412,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,2,3.72,0.1519,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,3,3.73,0.2117,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,4,3.74,0.2227,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,5,3.82,0.2166,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,6,3.83,0.2356,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,7,3.85,0.1471,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,8,3.85,0.1554,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,9,4.0,0.1053,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,10,4.01,0.1774,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,11,4.01,0.1794,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,12,4.02,0.1015,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,13,4.13,0.2115,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,14,4.14,0.3994,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,15,4.15,0.2054,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,16,4.28,0.2195,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,17,4.29,0.3785,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,18,4.3,0.1922,HMDB0000767_nmroned_1533_30814.txt
HMDB0000767,HMDB0000767,19,7.66,0.9296,HMDB0000767_nmroned_1533_30814.txt
HMDB0000772,HMDB0000772,1,0.88,0.0683,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,2,0.89,0.1603,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,3,0.9,0.0557,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,4,1.26,1.0,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,5,1.29,0.0571,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,6,1.31,0.0457,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,7,1.34,0.0201,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,8,1.36,0.0123,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,9,1.61,0.0107,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,10,1.63,0.027,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,11,1.64,0.0339,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,12,1.66,0.0224,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,13,1.67,0.0072,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,14,2.34,0.0576,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,15,2.36,0.0881,HMDB0000772_nmroned_1534_30818.txt
HMDB0000772,HMDB0000772,16,2.37,0.0503,HMDB0000772_nmroned_1534_30818.txt
HMDB0000774,HMDB0000774,1,0.63,0.1069,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,2,1.04,0.1004,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,3,1.11,0.0023,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,4,1.11,0.0027,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,5,1.13,0.0052,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,6,1.14,0.0054,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,7,1.15,0.003,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,8,1.16,0.0028,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,9,1.2,0.0015,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,10,1.21,0.0007,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,11,1.22,0.0072,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,12,1.22,0.0053,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,13,1.23,0.0069,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,14,1.23,0.0061,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,15,1.23,0.0124,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,16,1.24,0.0053,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,17,1.24,0.0034,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,18,1.25,0.003,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,19,1.26,0.0008,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,20,1.27,0.001,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,21,1.48,0.0023,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,22,1.48,0.002,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,23,1.49,0.0037,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,24,1.5,0.0116,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,25,1.5,0.0086,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,26,1.51,0.0066,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,27,1.52,0.0187,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,28,1.53,0.002,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,29,1.53,0.0044,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,30,1.54,0.0041,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,31,1.56,0.001,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,32,1.56,0.0013,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,33,1.57,0.0023,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,34,1.58,0.0028,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,35,1.58,0.0029,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,36,1.58,0.0025,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,37,1.59,0.0015,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,38,1.59,0.0018,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,39,1.6,0.0019,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,40,1.6,0.0042,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,41,1.61,0.0053,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,42,1.61,0.0028,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,43,1.62,0.0041,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,44,1.62,0.0053,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,45,1.63,0.0054,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,46,1.63,0.0066,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,47,1.64,0.0023,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,48,1.64,0.0033,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,49,1.64,0.0055,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,50,1.65,0.0047,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,51,1.65,0.0071,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,52,1.65,0.0065,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,53,1.66,0.008,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,54,1.66,0.0062,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,55,1.67,0.0063,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,56,1.67,0.0055,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,57,1.68,0.0055,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,58,1.68,0.0039,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,59,1.68,0.004,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,60,1.69,0.002,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,61,1.7,0.0019,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,62,1.7,0.0041,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,63,1.71,0.0038,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,64,1.71,0.0038,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,65,1.72,0.0044,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,66,1.72,0.0021,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,67,1.72,0.003,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,68,1.73,0.0018,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,69,1.73,0.0019,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,70,1.74,0.0009,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,71,1.74,0.0007,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,72,1.9,0.003,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,73,1.9,0.0063,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,74,1.91,0.0036,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,75,1.92,0.0031,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,76,1.93,0.006,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,77,1.93,0.0031,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,78,1.98,0.002,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,79,1.99,0.0024,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,80,1.99,0.0042,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,81,2.0,0.0043,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,82,2.0,0.0025,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,83,2.0,0.0023,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,84,2.01,0.002,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,85,2.01,0.0016,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,86,2.02,0.0023,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,87,2.02,0.0036,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,88,2.02,0.0038,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,89,2.03,0.0021,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,90,2.03,0.0019,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,91,2.05,0.0017,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,92,2.05,0.0033,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,93,2.06,0.005,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,94,2.06,0.0069,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,95,2.07,0.0072,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,96,2.07,0.0037,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,97,2.08,0.0072,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,98,2.08,0.0106,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,99,2.09,0.0033,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,100,2.09,0.0013,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,101,2.1,0.0008,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,102,2.1,0.0005,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,103,2.11,0.002,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,104,2.12,0.0028,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,105,2.12,0.1457,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,106,2.13,0.0068,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,107,2.13,0.005,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,108,2.13,0.0036,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,109,2.14,0.0023,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,110,2.14,0.0027,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,111,2.15,0.0035,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,112,2.15,0.0031,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,113,2.16,0.0016,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,114,2.16,0.001,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,115,2.17,0.0016,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,116,2.17,0.0011,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,117,2.32,0.0009,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,118,2.32,0.0019,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,119,2.33,0.002,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,120,2.33,0.001,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,121,2.34,0.0012,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,122,2.34,0.0037,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,123,2.35,0.0041,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,124,2.35,0.0038,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,125,2.35,0.0015,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,126,2.36,0.0013,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,127,2.36,0.0025,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,128,2.37,0.0025,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,129,2.37,0.0012,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,130,2.52,0.0047,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,131,2.53,0.005,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,132,2.53,0.0051,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,133,2.54,0.0048,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,134,2.55,0.0038,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,135,2.55,0.004,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,136,2.55,0.0041,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,137,2.56,0.0039,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,138,2.63,0.0061,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,139,2.65,0.0124,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,140,2.66,0.006,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,141,4.11,0.0018,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,142,4.11,0.0037,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,143,4.12,0.0024,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,144,4.13,0.0041,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,145,4.13,0.0075,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,146,4.14,0.0042,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,147,4.14,0.0024,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,148,4.15,0.0036,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,149,4.16,0.0018,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,150,5.39,0.0039,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,151,5.39,0.008,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,152,5.4,0.0065,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,153,5.4,0.0083,HMDB0000774_nmroned_1535_30823.txt
HMDB0000774,HMDB0000774,154,5.4,0.0045,HMDB0000774_nmroned_1535_30823.txt
HMDB0000779,HMDB0000779,1,2.85,0.2863,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,2,2.86,0.2929,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,3,2.87,0.3508,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,4,2.89,0.3553,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,5,3.08,0.325,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,6,3.08,0.3229,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,7,3.1,0.2674,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,8,3.11,0.2631,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,9,4.25,0.3387,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,10,4.25,0.3589,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,11,4.26,0.3494,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,12,4.27,0.3199,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,13,7.28,0.1428,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,14,7.29,0.4359,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,15,7.3,0.6277,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,16,7.31,0.4581,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,17,7.31,1.0,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,18,7.35,0.6784,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,19,7.36,0.2044,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,20,7.37,0.7535,HMDB0000779_nmroned_1536_30827.txt
HMDB0000779,HMDB0000779,21,7.38,0.316,HMDB0000779_nmroned_1536_30827.txt
HMDB0000781,HMDB0000781,1,2.04,1.0,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,2,3.72,0.0529,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,3,3.74,0.0559,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,4,3.74,0.0891,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,5,3.76,0.0919,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,6,3.78,0.0435,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,7,3.78,0.0383,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,8,3.8,0.2003,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,9,3.8,0.1999,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,10,3.81,0.178,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,11,3.82,0.0611,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,12,3.82,0.0893,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,13,3.83,0.0201,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,14,3.85,0.012,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,15,3.85,0.0121,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,16,3.87,0.1115,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,17,3.87,0.1472,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,18,3.87,0.0562,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,19,3.88,0.0759,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,20,3.89,0.0032,HMDB0000781_nmroned_1537_30832.txt
HMDB0000781,HMDB0000781,21,3.9,0.0115,HMDB0000781_nmroned_1537_30832.txt
